GDP,Implied PPP Conversion Rate,Inflation,Import Volume,Export Volume,Population,Government Revenue,General Government Revenue,Currect Account Balance,Currect Account Balance
3248.163,188.641,76.488,50.816,198.09,9.735,273.778,10.373,-0.758,-15.146
3518.122,225.098,70.316,7.231,33.57,10.097,402.537,11.442,0.07,1.041
3540.926,240.031,75.91,40.885,-4.665,10.457,628.676,16.152,0.341,4.579
3656.77,241.724,77.169,-4.452,-3.799,10.818,814.26,19.586,0.708,8.15
3768.782,257.524,84.621,12.642,-9.179,11.184,1042.561,22.409,0.37,3.552
3924.757,231.622,88.631,3.895,-0.068,11.56,655.001,14.935,-0.765,-8.209
4458.428,243.054,86.72,17.205,-5.488,11.952,1068.841,20.203,-0.911,-8.516
4463.763,258.131,96.025,8.138,-3.052,12.361,1421.762,24.759,-0.708,-5.814
4856.896,285.354,98.007,-0.786,-8.086,12.785,1542.084,24.352,-0.968,-7.803
5136.33,308.42,98.886,-2.329,-12.929,13.22,1331.033,20.74,-1.189,-9.146
5490.376,300.386,102.55,9.247,5.948,13.664,1230.115,17.796,-1.25,-8.93
5587.529,252.075,104.8,-21.339,36.632,14.111,903.787,13.96,-1.509,-13.78
5277,246.884,99.6,-10.514,-14.73,14.562,751.624,12.429,-1.063,-10.424
5151.423,243.655,102.7,5.233,-12.163,15.017,857.615,14.649,-0.715,-7.093
5270.04,243.45,107.2,8.209,11.145,15.478,936.602,15.286,-0.154,-1.4
5426.035,242.875,105.4,4.035,9.546,15.947,912.847,14.249,-0.523,-4.779
5381.493,235.229,108.6,4.827,10.044,16.426,1304.518,20.946,-0.882,-8.137
71648.219,235.359,51.637,13.162,10.984,14.783,8131.449,22.84,-3.694,-4.351
74769.322,235.174,54.045,7.011,5.24,14.975,8414.7,22.414,-3.971,-4.869
74428.352,237.103,55.297,-9.763,6.648,15.162,8336.436,21.819,0.1,0.134
78399.45,241.845,57.816,10.324,5.305,15.343,9362.099,22.301,-0.894,-1.149
80987.806,245.76,59.357,5.292,6.862,15.52,10301.788,22.861,-1.147,-1.616
83495.249,250.23,61.058,1.743,2.342,15.692,10669.317,22.209,-0.583,-0.836
86910.593,256.647,61.729,5.653,6.556,15.857,11533.101,22.052,-0.15,-0.198
93170.114,269.621,63.238,19.207,14.435,16.022,13809.474,22.833,3.016,3.04
98519.539,281.442,65.559,18.445,2.759,16.183,16991.774,24.679,2.104,1.711
104742.466,306.286,67.268,11.816,5.112,16.348,21405.327,26.066,7.111,4.592
109886.933,313.909,72.556,13.786,7.198,16.518,24578.811,27.104,7.499,4.32
113806.072,307.527,77.7,11.707,-0.548,16.698,24144.095,25.747,-6.965,-3.881
111998.536,319.687,76.528,-16.691,-4.251,16.881,19916.743,20.629,3.313,1.92
118521.374,344.418,78.78,25.564,2.34,17.064,25593.847,22.975,3.15,1.443
125773.463,348.017,82.237,15.392,5.45,17.254,29542.41,24.229,-6.915,-2.743
132479.582,347.228,83.435,5.087,0.296,17.443,30897.002,23.785,-11.827,-4.429
137840.495,349.681,85.985,2.134,3.362,17.612,31090.822,22.551,-13.301,-4.778
140274.379,367.214,90.024,-6.483,0.25,17.788,33076.348,22.264,-5.302,-2.035
143495.372,391.361,94.009,-1.191,-1.731,17.971,36387.2,22.81,-5.797,-2.377
145970.218,409.978,96.578,0.908,0.531,18.167,38319.772,22.613,-4.963,-1.983
147655.247,411.264,98.76,4.602,-1.529,18.419,41000.515,22.818,-6.431,-2.322
153145.03,411.146,100.852,8.104,5.278,18.751,45717.15,23.965,-11.685,-3.928
154699.996,411.767,103.84,-2.38,-2.583,19.107,46471.544,23.656,-10.378,-3.715
145657.182,440.553,106.901,-12.835,-1.065,19.458,44245.631,22.092,3.461,1.369
13777.674,2.869,71.239,,,1236.26,865.114,10.893,36.963,3.858
14860.054,2.808,70.526,9.412,8.895,1247.61,987.595,11.647,31.471,3.073
16001.37,2.733,69.821,13.61,5.758,1257.86,1144.408,12.702,21.114,1.94
17357.017,2.729,70.868,26.095,26.636,1267.43,1339.523,13.422,20.432,1.695
18800.947,2.725,70.656,14.664,11.181,1276.27,1638.604,14.844,17.405,1.305
20514.561,2.703,70.373,21.927,24.923,1284.53,1890.364,15.581,35.422,2.417
22570.415,2.723,72.625,32.578,31.523,1292.27,2171.525,15.834,43.052,2.598
24853.264,2.833,74.368,21.233,26.994,1299.88,2639.647,16.359,68.941,3.536
27683.897,2.868,75.558,13.385,24.338,1307.56,3164.929,16.865,132.378,5.781
31202.532,2.889,77.674,17.693,26.019,1314.48,3776.02,17.195,231.843,8.418
35647.896,3.033,82.723,14.901,21.128,1321.29,4925.778,18.21,353.183,9.933
39067.356,3.193,83.715,7.545,10.836,1328.02,7156.66,22.5,420.569,9.188
42757.498,3.168,85.306,3.117,-10.56,1334.5,8310.115,23.904,243.257,4.78
47294.463,3.326,89.23,23.094,28.461,1340.91,10103.313,24.732,237.81,3.941
51811.498,3.524,92.888,13.422,10.964,1349.16,13081.104,27.021,136.097,1.817
55877.494,3.561,95.21,6.591,5.882,1359.22,15016.042,27.857,215.392,2.522
60219.522,3.664,97.591,10.647,8.76,1367.26,16535.608,27.728,148.204,1.54
64670.541,3.759,99.055,7.774,4.295,1376.46,18173.082,28.108,236.047,2.243
69209.37,3.871,100.639,-0.438,-2.156,1383.26,19941.522,28.813,293.022,2.637
73950.566,3.989,102.753,4.387,0.679,1392.32,21047.934,28.215,191.337,1.704
79087.703,4.184,104.602,7.291,7.95,1400.11,23055.162,27.811,188.676,1.538
84426.805,4.229,106.59,7.263,3.991,1405.41,25890.901,28.272,24.131,0.174
89451.011,4.242,111.386,-3.662,0.445,1410.08,27519.459,27.778,102.91,0.718
91545.986,4.241,111.007,-1.376,2.204,1414.353,26001.288,25.344,273.98,1.843
434660.831,570.359,31.83,18.612,5.596,37.505,33373.688,22.949,-5.751,-4.513
437137.459,647.335,37.07,1.123,6.698,38.088,37728.831,22.477,-4.858,-4.128
418760.134,718.913,40.42,-23.694,1.172,38.573,41456.542,22.892,0.671,0.651
431008.288,781.394,43.86,15.145,-0.484,39.152,48982.811,23.642,0.845,0.852
438240.169,813.99,47.13,8.74,2.811,39.656,55644.643,24.798,-1.04,-1.066
449213.617,849.333,50.35,0.329,-2.377,40.156,60012.487,24.622,-1.289,-1.325
466815.028,889.773,53.56,8.17,7.36,40.661,68490.104,25.312,-0.957,-1.017
491710.376,929.621,56.48,10.272,9.809,41.166,77422.845,25.32,-0.823,-0.708
514853,951.448,59.21,11.902,5.714,41.672,87424.868,25.868,-1.873,-1.286
549434,976.57,61.85,17.682,9.518,42.17,104744.622,27.449,-2.927,-1.809
586456,1000.34,65.35,13.858,6.22,42.659,117164.066,27.342,-6.073,-2.945
605713,1056.868,70.33,12.513,2.037,43.134,135677.833,28.471,-6.4,-2.639
612615,1092.82,71.67,-8.648,-5.205,43.609,141645.349,28.24,-4.622,-1.988
640151,1120.923,73.88,10.829,2.06,44.086,147154.37,27.048,-8.822,-3.079
684628,1168.243,76.59,20.23,12.259,44.553,174814.496,28.24,-9.911,-2.959
711415,1203.585,78.46,9.375,4.472,45.002,194935.842,29.247,-11.641,-3.14
747939,1206.679,80,8.525,4.678,45.435,206927.147,28.978,-12.587,-3.294
781588,1220.607,82.96,7.76,-0.29,45.866,225187.046,29.517,-20.233,-5.307
804693,1276.479,88.6,-1.081,1.659,46.314,223359.387,27.757,-19.302,-6.577
821490,1285.21,93.69,-3.541,-0.208,46.83,239437.784,27.72,-12.782,-4.521
832656,1314.787,97.51,1.019,2.569,47.419,246916.09,26.825,-10.744,-3.445
854008,1343.572,100.58,5.805,0.642,48.258,296240.914,29.99,-13.669,-4.091
882029,1372.899,104.39,7.344,3.071,49.396,311629.082,29.368,-14.508,-4.486
822088,1375.638,106.07,-15.696,-9.761,50.372,265841.211,26.507,-9.326,-3.434
231.318,181.536,95.448,4.414,4.517,0.507,21.011,13.246,-0.023,-6.225
231.35,181.96,99.502,-10.88,-28.721,0.518,17.812,11.077,-0.025,-6.86
237.651,186.356,98.222,-2.647,7.404,0.529,18.885,11.009,-0.014,-3.661
235.353,193.827,101.511,-8.808,11.241,0.54,15.556,8.609,--,-0.139
248.167,203.585,111.048,7.172,-22.051,0.552,22.235,10.865,0.007,1.848
259.622,208.122,110.009,10.398,9.252,0.564,26.929,12.115,0.002,0.387
264.739,214.157,115.109,10.571,-17.267,0.576,25.482,10.714,-0.005,-0.926
272.947,209.468,118.886,5.307,21.807,0.59,26.434,10.734,-0.015,-2.438
288.628,202.268,127.441,6.38,21.027,0.604,30.509,11.763,-0.025,-3.795
283.35,207.892,129.647,7.172,6.52,0.62,29.534,10.948,-0.022,-3.248
285.627,212.614,132.499,0.838,5.742,0.636,33.945,11.884,-0.023,-2.897
296.951,215.173,142.304,16.465,-3.103,0.652,41.853,13.664,-0.055,-6.059
306.574,215.911,145.402,9.922,-4.739,0.669,44.776,14.022,-0.037,-4.09
318.156,216.921,155.123,2.9,14.004,0.687,58.869,17.471,-0.002,-0.255
331.339,218.978,162.655,0.696,-1.837,0.705,50.907,14.078,-0.037,-3.613
341.837,213.964,164.256,3.839,-10.382,0.724,65.433,16.822,-0.033,-3.246
357.104,211.5,167.809,6.283,20.061,0.744,104.672,25.315,-0.045,-4.044
364.627,206.343,166.237,-6.016,24.162,0.764,60.45,14.2,-0.043,-3.781
369.365,203.344,170.705,-3.51,-7.418,0.785,92.767,21.657,-0.002,-0.256
382.132,197.571,168.287,8.465,-1.712,0.806,60.256,13.386,-0.044,-4.371
398.096,190.126,170.677,12.447,3.987,0.828,87.986,18.752,-0.023,-2.139
412.582,187.472,171.778,10.893,12.032,0.851,87.492,17.821,-0.034,-2.851
419.826,192.46,182.52,-1.975,-0.521,0.874,82.714,15.844,-0.039,-3.257
417.713,191.911,171.008,2.132,-34.33,0.897,95.753,18.267,-0.021,-1.696
5537.209,1.465,1.2,-29.053,-26.086,43.827,0.504,1.456,-0.2,-0.695
5322.636,1.929,2.8,32.38,10.377,44.85,0.548,1.236,-0.426,-2.021
5120.246,10.261,16.4,-37.998,-22.952,45.92,1.836,0.799,-0.113,-0.588
4703.668,62.61,100,35.649,-6.078,47.106,8.388,0.637,0.086,0.45
4604.883,105.965,235.09,-50.031,-34.852,48.429,66.619,2.985,0.241,3.331
4740.624,137.433,272.12,-24.842,-31.462,49.872,148.029,4.892,0.418,4.794
5005.048,152.855,284.21,9.395,7.511,51.426,179.136,4.944,0.181,2.004
5342.306,158.336,310.406,25.535,-17.205,53.069,288.669,7.017,-0.055,-0.539
5670.065,199.376,375.553,58.235,20.254,54.786,531.043,9.366,-0.389,-3.22
5971.768,219.181,443.888,-8.154,-32.796,56.578,684.423,10.113,0.048,0.332
6345.569,256.675,488.119,68.286,80.158,58.454,881.183,10.188,0.527,3.141
6740.638,303.387,622.701,13.776,13.348,60.411,1238.898,11.194,-0.151,-0.772
6933.087,399.904,955.46,-14.711,-14.256,62.449,2022.768,13.395,-1.123,-6.072
7425.89,477.292,1049.455,44.548,27.865,64.564,2914.771,14.919,-2.174,-10.09
7936.395,532.063,1140.275,-1.593,6.491,66.755,3088.669,13,-1.281,-4.953
8498.839,583.255,1171.847,-6.96,-13.295,69.021,4174.219,15.486,-1.26,-4.295
9219.707,558.907,1184.437,24.526,41.665,71.359,4394.665,14.624,-3.109,-9.508
10092.84,530.018,1196.632,20.093,9.889,73.767,6137.373,18.473,-1.723,-4.797
10790.88,508.596,1206.382,-7.321,-0.879,76.245,5907.71,16.826,-1.484,-3.913
11049.794,494.127,1341.934,16.98,26.683,78.789,5245.601,13.982,-1.504,-4.105
11461.614,645.391,2076.094,-12.085,-23.105,81.399,6537.773,11.743,-1.241,-3.269
12128.171,818.442,2226.144,29.916,26.719,84.068,8483.906,11.091,-1.672,-3.547
12660.6,836.225,2328.281,-13.012,-7.109,86.791,8999.51,10.836,-1.62,-3.215
12880.315,881.928,2695.129,0.726,7.886,89.561,8820.009,9.78,-1.095,-2.248
2840.83,137.575,83.891,-0.152,14.949,2.653,387.657,25.865,-0.156,-6.069
3095.075,110.08,81.793,5.715,5.284,2.719,263.036,19.908,-0.241,-10.743
2981.253,138.778,84.902,2.211,8.466,2.787,390.608,24.006,-0.231,-8.716
3331.621,192.569,82.27,4.582,5.787,2.857,611.309,23.692,0.633,17.478
3170.953,170.77,89.127,8.496,-18.664,2.929,631.827,28.373,-0.037,-1.213
3202.191,173.535,86.581,6.217,13.914,3.002,575.414,24.793,0.192,5.772
3216.877,163.556,92.386,4.076,-6.583,3.077,613.5,27.379,0.529,13.683
3210.535,191.658,93.408,-2.17,-12.897,3.154,745.8,27.715,0.673,13.201
3506.269,221.708,96.26,17.581,24.303,3.233,1245.7,35.528,0.404,6.067
3786.288,239.548,113.685,12.276,10.243,3.313,1796,42.588,1.12,13.87
3535.863,248.965,109.212,8.228,-16.14,3.396,1579.249,37.568,-2.108,-24
3758.848,284.024,122.113,-7.95,-5.584,3.481,2497.256,48.063,0.869,7.462
4196.276,222.483,119.948,34.151,21.939,3.568,1334.761,29.189,-1.37,-14.103
4613.019,284.513,123.106,21.024,7.269,3.657,2505.655,38.514,0.902,6.854
4714.779,309.251,125.303,-1.739,-3.328,3.749,3241.55,43.938,2.062,13.175
5183.765,316.116,134.662,-12.478,-11.213,3.843,3422.937,37.893,2.415,13.644
5146.834,316.152,137.472,4.715,-8.302,3.939,3507.33,39.542,1.934,10.77
5492.53,314.805,138.127,32.7,3.434,4.037,3345.935,37.83,0.187,1.042
5297.514,311.999,143.782,34.845,-1.36,4.138,1650.778,23.483,-4.636,-38.986
4730.569,316.625,143.731,-1.023,59.457,4.241,1571.837,26.102,-4.945,-48.678
4523.677,297.674,146.296,-36.407,-4.566,4.347,1445.043,22.393,-0.67,-6.029
4304.46,358.779,147.609,15.857,8.946,4.456,1888.1,24.916,-0.014,-0.105
4285.901,350.076,153.216,-8.808,0.277,4.568,2002.767,26.726,0.053,0.411
3935.778,298.402,153.91,-19.791,-2.248,4.682,1320.48,22.243,-0.014,-0.133
14705.184,115.05,21.85,14.014,8.256,3.657,377.5,12.866,-0.46,-3.642
15757.385,127.352,24.55,24.824,25.561,3.747,459.704,13.062,-0.491,-3.584
16421.529,139.433,27.03,0.461,19.402,3.838,563.227,13.831,-0.694,-4.865
17056.832,149.147,29.8,-2.356,3.546,3.81,610.138,13.186,-0.685,-4.559
17652.315,160.04,33.07,0.01,1.702,3.953,725.563,13.81,-0.514,-3.218
18255.473,173.006,36.27,6.13,2.68,4.022,808.802,13.558,-0.86,-5.186
19043.594,187.723,39.85,4.544,5.671,4.086,973.273,14.135,-0.9,-5.208
19886.197,207.222,45.08,4.812,10.383,4.152,1107.685,13.591,-0.675,-3.626
20677.005,227.068,51.42,6.946,6.012,4.215,1321.385,13.797,-0.86,-4.29
22191.946,248.872,56.27,7.816,8.041,4.279,1638.353,14.108,-0.939,-4.132
24015.044,267.808,62.35,10.088,7.523,4.34,2104.701,15.154,-1.499,-5.575
25152.918,292.787,71.02,6.659,2.172,4.404,2490.031,15.362,-2.581,-8.378
24933.219,319.146,73.9,-18.736,-8.462,4.469,2363.266,13.408,-0.561,-1.823
26269.725,336.26,78.2,18.726,9.327,4.554,2591.289,13.086,-1.214,-3.224
27426.423,344.546,81.9,10.671,7.048,4.613,2869.474,13.27,-2.265,-5.297
28765.543,353.785,85.63,7.825,5.564,4.673,3118.254,13.128,-2.411,-5.105
29483.176,357.828,88.78,1.681,3.312,4.733,3379.744,13.273,-2.431,-4.772
30527.503,363.422,93.33,5.046,4.964,4.793,3625.191,12.946,-2.453,-4.716
31642.392,364.163,92.58,4.498,2.888,4.851,3993.816,13.237,-1.921,-3.404
32972.74,352.897,93.29,8.938,9.417,4.909,4379.463,13.662,-1.257,-2.137
34343.648,350.817,95.69,5.013,6.955,4.966,4560.065,13.278,-2.189,-3.617
35242.044,350.144,97.63,2.856,4.891,5.022,4766.509,13.235,-2.008,-3.216
36037.216,351.484,99.12,0.051,3.089,5.075,5675.661,15.083,-1.376,-2.147
34572.781,348.009,100,-7.895,-9.481,5.128,5039.392,13.931,-1.349,-2.182
17031.677,195.744,93.556,1.077,6.437,14.938,1364.038,14.423,-0.155,-0.955
17871.454,200.61,95.418,1.197,0.471,15.326,1426.308,13.868,-0.29,-1.665
18160.53,199.378,96.902,1.369,13.624,15.725,1306.14,12.4,-0.12,-0.698
17784.898,199.339,100.396,-5.98,-4.574,16.134,1270.6,12.047,-0.241,-1.625
17806.483,209.366,105.199,5.211,-3.838,16.553,1376.6,12.138,-0.061,-0.396
17509.535,219.898,109.826,8.06,1.587,16.984,1482.246,12.461,0.768,4.48
17271.487,225.995,109.706,-26.017,-3.586,17.425,1403.528,11.414,0.294,1.387
17484.232,213.725,114.581,23.261,18.245,17.878,1507.49,12.47,0.241,1.051
17785.179,209.923,117.48,-7.671,4.416,18.343,1566,12.572,0.04,0.168
18054.774,207.191,119.873,4.61,1.151,18.82,1727.533,13.427,0.479,1.947
18373.448,207.657,121.619,5.747,-11.148,19.309,1947.98,14.454,-0.139,-0.494
18840.655,221.073,132.509,-19.224,-4.608,19.811,2156.22,14.38,0.453,1.349
19453.25,224.818,130.297,14.463,11.054,20.327,2120.8,13.384,1.624,4.82
19845.747,234.114,136.947,3.687,-7.723,20.855,2236.6,13.129,0.465,1.35
18881.772,236.911,139.641,-18.991,2.175,21.397,1725.86,10.308,2.666,7.504
20933.093,241.715,144.402,43.662,7.125,21.954,2621.36,13.865,-0.321,-0.866
22873.997,247.242,145.001,41.138,3.567,22.524,3039.509,14.236,-0.423,-0.978
24885.554,246.519,146.239,8.354,12.552,23.11,3293.456,13.645,0.511,1.045
27086.15,250.638,148.308,15.083,-2.681,23.711,3916.812,14.461,-0.201,-0.44
29032.901,252.411,147.97,0.46,-7.373,24.327,4188.888,14.737,-0.414,-0.864
31169.617,253.746,149.532,10.253,13.516,24.96,4523.428,15.101,-1.049,-2.034
33317.293,249.399,151.106,2.334,-2.248,25.609,4764.066,14.785,-2.285,-3.938
35393.53,245.507,153.473,-1.821,16.693,26.275,5158.525,15.04,-1.349,-2.304
36099.56,244.039,156.542,7.331,-3.335,26.958,5289.187,15.029,-2.121,-3.464
255.306,2.897,61.97,25.1,7.6,4.572,63.129,43.295,-2.487,-10.44
260.06,3.102,65.7,-4.601,6.937,4.501,75.152,46.74,-1.463,-5.808
257.627,3.173,68.2,-3.874,-0.162,4.554,73.218,44.308,-1.489,-6.413
267.286,3.241,71.9,-3.873,13.522,4.381,75.269,42.032,-0.311,-1.44
275.192,3.306,73.7,11.886,9.934,4.305,77.793,40.451,-0.502,-2.179
290.817,3.381,75,18.18,4.821,4.305,100.127,47.437,-1.701,-6.344
307.207,3.458,76.3,11.712,6.776,4.306,105.879,45.531,-3.143,-9.062
319.971,3.489,78.4,5.195,7.299,4.439,110.105,43.875,-2.491,-5.99
333.757,3.489,81.2,5.234,4.575,4.442,116.803,43.267,-3.287,-7.244
350.421,3.515,82.9,8.258,7.948,4.44,127.696,43.381,-3.928,-7.791
368.181,3.566,87.7,6.057,5.005,4.436,139.902,43.412,-4.699,-7.821
375.151,3.693,90.2,3.843,-2.114,4.434,149.175,43.038,-7.388,-10.519
347.677,3.779,91.9,-20.342,-13.822,4.429,141.664,42.828,-4.11,-6.565
343.1,3.769,93.6,-3.039,7.783,4.418,138.367,42.001,-1.29,-2.153
342.419,3.753,95.6,2.539,2.304,4.281,136.799,40.934,-1.062,-1.699
334.229,3.664,100,-2.359,-1.456,4.268,142.012,42.902,-1.013,-1.79
332.736,3.575,100.3,3.193,2.48,4.256,142.227,42.841,-0.617,-1.059
331.599,3.543,99.8,3.53,7.395,4.238,144.066,43.482,0.15,0.26
339.662,3.511,99.2,9.388,10.343,4.204,154.342,45.44,1.633,3.297
351.543,3.382,99.4,6.486,7.034,4.174,163.663,46.601,1.136,2.201
363.635,3.327,100.6,8.405,6.848,4.125,169.486,46.119,1.925,3.47
373.845,3.315,101.4,7.49,3.732,4.088,178.481,46.314,1.117,1.82
384.528,3.305,102.9,6.348,6.801,4.065,190.955,47.462,1.846,3.039
353.655,3.279,102.2,-13.797,-24.953,4.042,178.406,48.021,-0.204,-0.363
11.833,0.642,70.06,0.885,3.517,0.666,2.461,29.394,-0.418,-4.384
12.557,0.647,70.59,1.909,1.85,0.675,2.766,30.531,0.292,2.846
13.184,0.653,73.08,3.308,8.931,0.683,2.945,30.266,-0.17,-1.622
13.971,0.656,75.82,12.546,10.456,0.69,3.468,32.731,-0.489,-4.899
14.523,0.665,77.46,-0.193,2.177,0.698,3.837,33.608,-0.316,-3.037
15.063,0.657,79.87,-0.355,-4.093,0.706,3.954,33.291,-0.393,-3.444
15.459,0.679,81.71,-0.976,-1.394,0.714,4.429,34.479,-0.297,-2.042
16.236,0.679,84.86,6.946,2.49,0.723,4.84,34.926,-0.788,-4.548
17.024,0.672,86.07,1.57,2.051,0.733,5.553,37.464,-0.995,-5.315
17.826,0.672,87.36,5.702,1.268,0.744,6.094,38.085,-1.284,-6.287
18.735,0.681,90.71,10.463,5.28,0.758,7.143,40.792,-2.565,-10.65
19.418,0.7,92.49,12.508,-0.65,0.776,7.43,39.084,-4.121,-14.74
19.027,0.697,94.13,-15.324,-4.654,0.797,6.808,36.455,-1.74,-6.688
19.41,0.702,96.14,10.796,6.139,0.819,7.203,37.109,-2.764,-10.733
19.488,0.699,100.35,-2.592,6.952,0.84,7.233,36.526,-0.638,-2.315
18.816,0.707,101.96,-3.634,-0.534,0.862,7.085,36.445,-0.967,-3.868
17.583,0.687,100.8,-4.555,1.16,0.866,6.664,37.031,-0.352,-1.474
17.262,0.68,99.91,7.719,6.243,0.858,7.008,40.203,-0.942,-4.069
17.817,0.663,99.41,9.131,9.923,0.847,7.094,39.665,-0.089,-0.448
18.964,0.622,99.5,10.026,7.171,0.848,7.138,37.71,-0.88,-4.203
19.942,0.615,99.09,12.876,9.856,0.855,7.787,38.701,-1.207,-5.313
20.987,0.608,100.07,4.473,8,0.864,8.472,39.527,-0.995,-3.929
21.632,0.602,100.77,1.951,-0.409,0.876,9.176,41.173,-1.574,-6.309
20.528,0.587,99.93,-4.197,-12.39,0.888,8.524,40.901,-2.826,-11.883
2956.25,12.507,64.4,5.853,7.592,10.309,757.339,38.424,-3.565,-5.735
2945.709,13.581,68.8,5.571,9.652,10.299,813.239,37.709,-1.254,-1.878
2986.482,13.799,70.4,5.188,5.197,10.29,857.061,38.041,-1.464,-2.246
3105.972,13.742,73.2,14.358,14.781,10.278,889.402,37.271,-2.717,-4.395
3200.486,14.097,76.2,11.347,9.429,10.232,968.47,37.55,-3.273,-4.826
3250.729,14.258,76.7,4.984,0.922,10.201,1030.83,38.307,-4.165,-5.068
3367.225,14.163,77.5,9.468,8.823,10.193,1193.227,42.261,-5.696,-5.689
3529.332,14.351,79.6,25.586,29.679,10.195,1230.282,39.955,-4.452,-3.716
3762.325,13.928,81.4,12.48,18.158,10.199,1292.661,39.343,-2.869,-2.092
4016.919,13.6,82.8,11.482,14.289,10.224,1388.002,39.31,-3.834,-2.453
4240.675,13.711,87.3,12.879,11.031,10.254,1535.863,39.794,-8.718,-4.589
4354.597,13.723,90.5,3.178,4.214,10.343,1572.85,38.904,-4.414,-1.861
4151.789,13.989,91.4,-11.077,-9.828,10.426,1540.052,38.946,-4.682,-2.256
4252.881,13.625,93.5,14.812,14.662,10.462,1576.305,39.478,-7.424,-3.551
4327.747,13.345,95.7,6.717,9.164,10.487,1644.725,40.487,-4.792,-2.087
4293.774,13.298,98,2.635,4.279,10.505,1667.376,40.778,-3.234,-1.548
4291.803,12.785,99.4,0.062,0.26,10.516,1713.727,41.366,-1.113,-0.526
4388.888,12.703,99.5,10.017,8.714,10.512,1762.059,40.547,0.38,0.181
4625.378,12.935,99.5,6.848,6.032,10.538,1909.833,41.29,0.843,0.449
4742.737,12.578,101.5,2.83,4.343,10.554,1940.949,40.463,3.485,1.776
4987.876,12.378,103.9,6.251,7.198,10.579,2068.905,40.481,3.383,1.547
5147.421,12.399,106,5.784,3.707,10.61,2245.866,41.516,1.109,0.446
5303.361,12.655,109.4,1.545,1.479,10.65,2395.34,41.368,0.835,0.331
4996.107,13.054,111.9,-6.859,-6.924,10.694,2336.688,41.033,8.768,3.574
1536.3,7.303,73.4,9.208,4.488,5.275,627.016,54.707,2.278,1.313
1570.3,7.311,74.3,7.575,4.101,5.295,652.373,55.007,-0.264,-0.149
1616.6,7.331,76.6,2.553,11.27,5.314,687.83,55.402,4.5,2.529
1677.2,7.384,78.4,13.667,12.578,5.33,724.15,54.574,3.265,1.989
1691,7.404,80,2.395,3.353,5.349,740.322,53.978,6.008,3.646
1698.9,7.461,82.1,6.376,4.358,5.368,750.249,53.199,5.358,3
1705.5,7.425,83.1,-1.024,-1.202,5.384,768.751,53.506,8.574,3.931
1751,7.383,83.9,7.137,3.015,5.398,829.363,55.071,10.168,4.045
1792,7.366,85.8,11.293,7.729,5.411,891.269,56.197,11.087,4.192
1862.1,7.294,87.2,13.965,10.338,5.427,922.162,54.817,9.405,3.325
1879,7.275,89.4,5.838,3.654,5.447,949.616,54.612,4.622,1.447
1869.4,7.433,91.6,4.77,3.872,5.476,965.312,53.585,10.308,2.917
1777.7,7.425,92.7,-11.944,-9.224,5.511,925.448,53.738,11.132,3.465
1810.9,7.573,95.3,0.541,2.94,5.535,977.23,53.963,21.132,6.563
1835.1,7.466,97.6,7.444,7.195,5.561,1004.2,54.374,22.655,6.586
1839.3,7.564,99.3,2.709,1.162,5.581,1032.103,54.464,20.55,6.282
1856.5,7.355,99.8,1.471,1.611,5.603,1053.309,54.585,26.659,7.759
1886.5,7.329,99.8,3.897,3.129,5.627,1116.627,56.362,31.503,8.924
1930.7,7.303,100.1,4.561,3.577,5.66,1083.302,53.198,24.955,8.245
1993.4,7.081,100.4,3.662,4.111,5.707,1103.915,52.373,24.34,7.774
2049.6,6.852,101.2,4.183,4.814,5.749,1147.703,52.336,26.599,8.009
2090.4,6.742,101.9,5.093,3.352,5.781,1156.148,51.309,25.984,7.282
2134.6,6.673,102.8,2.956,5.029,5.806,1242.025,53.581,30.421,8.753
2090.6,6.765,103.2,-4.08,-7.007,5.823,1238.259,53.154,29.338,8.239
209.111,79.005,61.546,-1.322,-0.428,0.661,27.778,22.153,0.253,35.862
209.349,79.836,62.788,6.323,4.293,0.68,26.211,20.432,0.242,33.558
215.46,80.414,62.426,-7.677,-5.843,0.7,24.733,18.34,0.266,35.076
216.997,80.282,63.904,3.548,-5.386,0.718,26.689,19.247,0.153,19.648
220.888,80.127,64.814,-7.496,8.252,0.733,25.016,17.366,0.351,43.253
228.032,78.897,65.712,-1.303,5.219,0.747,28.023,18.843,0.431,51.544
235.298,78.928,66.89,18.344,10.407,0.76,34.014,21.728,0.423,48.006
241.836,79.393,68.946,5.991,-4.052,0.772,38.298,23.045,0.284,30.396
249.36,79.43,71.347,12.156,11.268,0.783,44.298,25.054,0.304,30.512
261.392,79.745,73.876,20.938,4.828,0.795,46.287,24.13,0.051,4.77
274.504,81.509,79.91,15.694,-2.051,0.805,52.251,24.709,-0.307,-25.776
290.441,87.7,87.301,8.079,4.807,0.816,72.311,29.472,-0.46,-33.355
295.136,88.496,89.192,-19.071,6.565,0.828,68.723,27.143,0.266,18.684
307.376,90.901,91.687,-17.986,1.368,0.84,70.188,25.605,0.764,49.538
329.792,93.572,98.674,30.176,-5.103,0.854,74.516,24.112,-0.032,-1.813
345.761,98.27,99.722,18.99,4.59,0.868,82.572,24.454,-0.444,-23.351
363.052,100.152,100.782,6.645,3.642,0.883,82,22.586,-0.629,-30.776
388.689,102.111,104.24,-21.212,10.082,0.899,87.326,22.172,0.531,23.941
418.521,103.302,102.562,-6.856,-3.555,0.914,114.222,26.282,0.714,29.206
